Tripadvisor,Bridger,Dec-12,4,Our family enjoyed their day at Bridger Bowl. The price was very good and no crowds. The lodge was comfortable and tables to eat our packed lunch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-13,4,My son is considering Montana State University for college. Having this amazing ski area within 30 minutes from Bozeman is quite enticing. MSU students often have mid-week passes with free transportation and few crowds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Dec-18,1,"My friend was visiting from Germany. I wanted to show her around Montana. She has never skied before. I went to college at MSU, and recall great experiences and $30 lift ticket prices.\n\nI was excited to give her a great Montana experience. We arrived for half day skiing, purchased our tickets, and got geared up. When we got to the lift line, the power went out and all skiing was closed. Although it is not likely that the power outage was their fault, their subsequent behavior was appalling. I asked for a refund of the ticket as we were completely unable to use the tickets at all. The ticket office people were rude and condescending when approaching them about a refund. I called the office a couple days later to ask if we could return to attempt another visit using our already purchased tickets. Again, the ticket office staff were rude and condescending. Basically elitist pricks. They made it sound like I didn’t belong in Bozeman where everyone apparently has excessive amounts of money to throw around. They made it sound like it was my fault for their power outage. The person on the phone stated that it was my fault “for not arriving earlier in the day”. Unfortunately our itinerary only allowed for a late half day visit. \n\nNot only have they refused to honor our unused tickets but they made themselves sound like rootless cosmopolitans who are too elitist for your average Montanan. \n\nI recommend avoiding this place. Bridger operates on public land leased to them but they don’t act like they respect their privilege to do so.\n\nSave your money and invest in randonee gear and explore the mountains on your own.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Dec-18,4,"When we drove to Bridger from our home in Helena recently, the good experience began in the parking lot. There's a special, close-in, lot reserved for handicap folks and anyone who caarpools (minimum three occupants per vehicle). Excellent! We also saw a city of Bozeman bus taking people to the ski hill. \n\nThe two main lodges are really well designed and maintained. Nice, but not overstated or glitzy. Very clean. \n\nRental shop opened early (!) and the rental experience was very smooth, professional,helpful and efficient. The snowboard, boots and helmet our son rented were new, in excellent condition and of high quality. Ticket window also opened early (!) and the salesclerk was cordial. Ticket price is higher than at our local ski hill back in Helena (Great Divide), but frankly it was worth it. Of course, the $63 lift ticket price at Bridger is far less than the absolutely crazy $154 we would have paid at Big Sky (otherwise known as Big Wallet). \n\nEvery Bridger employee we encountered was courteous and professional. The vibe everywhere was down to earth, pleasant and upbeat. At no time did we encounter rude or pushy people. \n\nThe lifts were good. One odd thing, however. On at least two lifts, they use a weird kind of ""magic carpet"" to move you up to where you get on the chair. We didn't like it, but it wasn't a big deal. But otherwise, the lifts moved along quickly and the lifties were great (they'd call out to us ""What's your favorite Christmas movie?""). \n\nRuns were superb. The green runs were gentle, but varied, and provided relaxed cruising. Blue runs were great fun: challenging enough, but not overdone. Other family members raved about black diamond and double black runs. Grooming was excellent. The variety of skiing/snowboarding terrain was superb. Views (of the Crazy, Gallatin, Bridger and Absaroka ranges) were world-class. Even on a Saturday during Christmas Break, we never experienced crowding on the runs, or long lines at the lifts. Wow. \n\nNever saw a ski patroller on the runs. But then again, had no problems with other skiers/riders, and saw no accidents. \n\nOn the particular day we were there, the afternoon experienced some very high winds. So watch the weather forecast and realize that (at times) high winds can be an issue.\n\nIf I ran Bridger, I would add more signs on the runs. At times, we had to stop and refer to our map to figure out where we were. \n\nWe ate in the cafeteria in the upper lodge. Wish that some people didn't leave their bags lying around. But otherwise, it was a pleasant eating space. Food was better than most ski area cafeterias and somewhat less greasy and fatty (my wife had minnestrone soup and bread) and not as expensive as typical ski area food. \n\nWhen we packed up and left for the day, we all had smiles on our faces. We'll be back.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Dec-18,3,"Went in 1999 and they improved a lot. More things for skiing. New place for beginners separate from the experience skiers. You can bring your dogs, too. Have snow making machines. Ready anytime in winter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-18,3,"We had the mountain to ourselves on a recent COLD February morning. While the lodge leaves you feeling that it is lacking, the skiing is top notch!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-18,2,Even though the tickets are affordable the crowds have really increased and the kids ski very fast and out of controll\nThere isn't much supervision controlling speed and drinking on the mountain by the skipatrol or the mountain staff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Nov-17,3,"For those of whom don't ski they may sit inside, enjoy hot coffee, cocoa and gaze out the huge windows to watch the beauty of dancing slopes of the Bridger Mt's. There are also low-cost lessons for all levels w/ lockers to place all items. It's good to arrive early so you may find a free place to park or take the free shuttle to the slopes. For skiers think cold w/ proper layers of clothing. If one loses their hat, gloves they have lost &amp; found. Enjoy all w/ camera. Great 1st aid station.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-18,4,"We just moved to Bozeman this year. My boys took ski lessons here &amp; we (parents) skied here this winter. Great skiing/snow, usually the lines are not bad at all. Reasonably priced &amp; short distance to get there (from Bozeman). Only a couple ""negative"" things: some Saturdays the road up to Bridger is ridiculous! It took us 1.5 hours to get like 10 miles b/c there were so many cars going up there &amp; some were NOT winter ready, so going off the road, spinning out, etc. It was a mess! The MSU students all go here &amp; again, that makes it a bit more crowded on weekends on the road, not to mention sometimes a little ""rowdy"" on the slopes w/ college kids (drinking, being a bit ""wild"" etc.). Honestly, not a big deal, but my boys commented on that aspect at least a couple times. Otherwise, great place to ski! Lots of terrain &amp; plenty of different levels of runs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Apr-18,5,Spent 2 days skiing at Bridger Bowl with 11 and 13 year old kids. Great time. Wasn’t busy at all so no lines at the lifts. Plenty of snow - conditions were great. Very affordable lift and rental prices made for an enjoyable couple days. We’ll be back.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Dec-17,4,"I like Bridger, it is the low key and less expensive alternative to the resorts at Big Sky. There were no waits for the lifts, and the ski school was great for my 8 year old niece. We are so glad we chose to ski at Bridger over Big Sky. Bridger is a better option for families and new skiers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-18,4,We are seasoned Big Sky skiers but in recent years have found the prices there to be astronomical and just out of our budget for a family. For 4 people to ski there with 2 kids it costs over $400. Bridger is a GREAT ski area with lots of varied terrain for beginners and experts alike. Every lift is a carpet loader system which is really helpful for beginners. For this level of area I would expect higher rates so this is a rocking deal. $22 for my kids to ski is just so amazing. It's 20ish minutes from town too. Just a note though on busy days get there EARLY or you will be huffing it uphill for a while. There is no shuttle service from the parking lots so once the lots fill up that's it. There is a shuttle from town that I would recommend. It drops you off at the lodge so no walking or worrying about if you're going to get a parking spot. The lodges are really very nice - we usually eat at the mid-mtn one - newly built and a lot of options for food. We love sitting out on the deck if the weather allows and people watching. You really don't want to miss this ski area. Thank you Bridger for keeping your area affordable for the masses. We will be back many times.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,5,Bridger Bowl while a local hill is a great place to ski with varied terrain including some very challenging skiing that is accessible by hiking the ride.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-17,4,No cell tower!!! Streamline bus runs shuttle or hitch hike.Locals and college types love this place. I do not ski.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-17,4,Been there many times. It has runs from beginner to expert. It is huge and a lot of fun. Can't go wrong here. It's an easy drive from Bozeman and only two hours from Billings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-17,4,"You cannot beat this place for value, 1/2 the price of Big Sky and zero pretentiousness, a great family area and close to town.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,5,"This is a mountain for every skier. The lower areas are very open and gentle for beginners, middle for intermediates, and all the way to the top of the ridge for true experts. Multiple lifts around open up area so you can ski lots of different runs and levels of terrain. The lodges are all really new and comfortable, fast, easy loading chairs. You load onto the chairs on a magic carpet conveyer belt. Close to Bozeman, 16 miles, so easy trip back when done. A shuttle bus runs from town for free too, so no need to park and carry gear. Tickets are reasonably priced, can book a package through the website and save on the room and tickets and discounted food tickets. They really make it easy and worthwhile to go. Will go back for more!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,3,"We had spring skiing conditions and a need for some WAX. No crowds, friendly atmo. Potential for some epic powder skiing above the in area lifts - need avy gear. Price is right, compared to Big Sky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,3,My first visit to Bridger Bowl yielded a fantastic Spring Day. I enjoyed the terrain. Next time I'll be prepared to hike the Ridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,4,"First time mountain skiing and this location was wonderful. I took advantage of the group lessons (took 3), and two of the days ended up being private lessons because I was the only one in the group. The instructors are amazing, helpful, and fun. The hills have a lot of good variety for all levels, and it isn't so busy that you feel like you will never get on the lift. The people that work there are amazing, and so fun and happy everyday. They sing and dance at the lift, and make you feel like they want to be there. Definitely recommend this ski area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-17,5,Local here in Montana and Bridger is by far the best resort in the area! Lots of runs for all levels! Had a blast coming here with my family. Definitely a must for both locals and tourists!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-17,3,"We are coming every year here for our family week long ski trip. This is not a huge resort, but there are enough trails for a week, with various levels. The prices are very reasonable, which is important for a family of 4 adults! We rent our skis from the lodge, book our hotel with the reservation center, and all the staff is extremely nice and friendly. Thanks Travis for always helping us! We love Bridger and will come back every year until we can ski for free at 80, right?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Dec-17,4,I really like this ski resort. Prices are reasonable compared to the size of the mountain they are offering. they have plenty of green and blue routes to offer. it appears to me that the split of routes between green blue and black diamond are equally distributed. I would certainly recommend to any winter sport lovers to come and spend a week here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-17,5,This place rocks. I wish all the out of staters would stay in Big Sky as this needs to stay small and locals only!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,5,Love this place! The snow is great and so is the location. I love being able to drive from Bozeman!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,5,"Bridger received so much snow! Great place to ski ~ Several places to take a break, and get a beer or hot chocolate. Wait times are short!! Just go!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-17,4,"This is a non-profit ski resort!! The skiing is as good as any mountain that I have skied in MT, CO, UT, NV or CA, and at less than half of cost of most. You can afford to bring the whole family. All of the proceeds go back into expansion and improvements. Are yup looking for extreme? The Ridge and Schlushman's are exceptional. If you want challenging blacks, Bridger has them. Do you prefer the groomers or training terrain? There is that in abundance too.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,3,"Travelled with my daughter on a spring break trip. Snow and terrain were awesome. We have been coming here for years as a family, best ski area for the money.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,3,"The ski area is getting to be much more crowded than it used to be, but is still my top choice in the Bozeman/Big Sky area for a weekday ski. There is a lunch cafeteria at the base and also one on the mountain by the bridger lift with some homemade food options.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,4,"We were impressed with this resort, not only were the rates affordable, but a ton of terrain to choose from!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-17,4,"Where I come from... we measure 26 in centimeters... not inches... 26 cm at Revelstoke means get in line at like 6:00 AM. What do you do when it snows 26"" overnight? I still don't know how to comprehend that day....\n\nShout out to Ski patrol who somehow got the whole mountain open at some point in the day. Like.... WOW. AMAZING. \n\nShout out to the locals who were super friendly and in amazing spirits. No one was stealing lines and people were happy to show a fellow powder hound a good time. \n\nShout out to all the lifties and ticket attendants who made the obscene lift lines not matter that much.\n\nKnow this Bridger Bowl... I will be back as I want to test out that crazy looking ridge terrain on a regular old day. I was lucky to get an OBSCENE powder day (the BBC as the locals informed me...) and it was a blast. Your terrain is amazing and up there with the likes of Jackson, Whistler, Snowbird, and my little hometown mountain Revelstoke!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-17,3,"Bridger Bowl is a wonderful local ski area with reasonable rates for skiing and very competent people working in all phases of resort operation. The ski patrol is first class. The snow can be a little variable from year to year, but when it's good it's really good. Unfortunately, it has become too popular so weekends can be a total zoo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-17,3,Bridger Bowl is a great local ski area. It is not crowded on the week days unless it's a holiday. Great runs for all levels of skiing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-17,3,"Just 20 minutes from beautiful Bozeman, Montana, Bridger is the perfect area to take the family to ski! No long lines, great instructors, amazing conditions. You cannot beat Bridger for best Return on Vacation Investment!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-17,4,I've been here already two seasons. So one thing that I love about Bridgers is not so many people on regular days. One thing I don't like are slow lifts. Food in all lodges is great. So overall it is nice ski resort. And it doesn't matter if you're skiing alone or with family. Thumbs up Bridgers! \nP.S: but those lifts though...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-17,5,"This is a truly special ski area. Bridger Bowl is where little kids from Bozeman learn to ski really well, it is a rite of passage for most. A great first time ski vacation for a middle class family. Not a huge dog and pony show full of pomp and jackasses who have flown in from LA with all the best gear they will never use again and an Escalade they can't get into 4 wheel drive. Only a 20 minute drive to a great downtown with excellent restaurants. A family mountain with great ski terrain and local friendlies that will help you get you, your roommates and dependents organized for an epic skiing adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-17,5,"You cannot beat the ticket prices for this place! $57/lift ticket (non-holiday) Skiing is great. Would love to see more blue runs but I think they were limited partly because we went while early ski conditions existed (not as much snow yet). Customer Service is what gave this place my Excellent Rating. They are fantastic! Felt like friends by the time we were done, especially James in the ski shop.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-17,4,"Came back to Bridger Bowl after going to other Montana places for the last 6 years. The upgrades to the north side of the mountain with the 2 lifts and the new lodge was very nice. Free wifi at the alpine lodge was a nice surprise after finding out there is no cell service once you leave Bozeman. Was there during the nfl playoffs so wanted to watch some of the games and needed wifi as there are no tvs that I could find on the mountain. The lines were small, no wait was more than 3 minutes and the loading carpet helped but every lift stopped at least once when riding so guessing there was falling on the unload. Glad I went back, really like it here and will come back again soon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Dec-16,5,"This ski area is by far one of the best around. It is not nearly as big as Big Sky but this is the place that all the locals hang out. Lift tickets are cheap and usually they are always 100% open all winter. Very impressed with how the ski area invests back into the mountain, in the last couple years they have upgraded numerous lifts and eating areas. That to me is one of the greatest things a ski area can do, the nicer the lifts are the shorter the lines and I can ski more and be less stressed!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-16,5,"Our large group has rented a condo close to Bridger Bowl a few years in a row now, and we love the place more every time we come back. Great skiing at affordable prices, and something for all levels of expertise. Get a tour of Bridger Bowl on your first day; it's a great way to learn the mountain, runs and lifts by someone that knows them well! (And remember to tip- these are usually volunteers on the mountain doing this). I appreciate the 2 bathrooms/ cafeterias located away from the lodge- you are never too far from food, or a restroom, should you need it. If you get lucky, you'll get some Blue Smoke powder- one of my best days on a mountain, ever!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-17,5,We came to Bozeman to ski Big Sky and after a cold and expensive day there decided to give Bridger Bowl a try. What a little gem this is and we would consider going back. Living where we do we have amazing ski resorts in our backyard but this hill really surprised us. A great family feel to it and very little wait times for the lifts. Plus the lift tickets are half as much as Big Sky.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-17,5,"It's everything you need in a ski resort, without the high prices or the long with lines. They have the double black diamond runs, or they have the basic greens. It's excellent family skiing, and rarely do you see a lift line. And the best part, lift tickets are half the price of other local big resorts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Aug-14,4,Climbed a mountain! Summer 2013. A beautiful and great experience. Walking through snow in late July in our sneakers and shorts at 90 something degrees. What a view at the top of Sacajawea!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Dec-14,4,"This is a wonderful ski resort-low key and family oriented- that also has great powder skiing especially if you take time to hike the ridge. If not-lovely groomed hills, nice places to stop and eat, good parking without a long walk with skis. Never a wait in line to get on the lifts!! Good people-great experience. And rentals are at a great price!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-15,4,"Not much better skiing than at Bridger Bowl. For locals such as myself it is affordable and fun for a day trip. Great snow and grooming where needed. Now don't show this review to anyone, it keeps the crowds away.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jun-15,5,Not overpriced and fun place to ski. Good BEER and good old Montana ladies. Nice lodge and and love the midway lodge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jun-15,5,"Great place, lots of friendly locals. Nice staff and great service. Would ski here over Big Sky any day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Dec-14,4,"Great for a smaller, local ski hill. I prefer Big Sky, but you'll have to shell out a few more to ski there.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-15,4,"Before moving to Montana, I didn't know ski resorts like this existed. Less than 30 minutes from downtown Bozeman, no lines for lifts (ok, sometimes on the busiest of days I have to wait 5 minutes or so), $55 lift tickets, great lessons, rentals and snow conditions. There is skiing for all levels including a bunny slope for beginners and the Ridge which requires an avalanche transceiver. Enjoy great food and sometimes live music, but always drinks after a day skiing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-15,3,"Bridger is a great mountain that is only about a 15-20 minute drive from downtown Bozeman. Most people probably visit Bozeman from out of state to ski nearby Big Sky Resort, but that's fine with us.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Apr-15,3,"Bridger Bowl is only 16 miles from Bozeman making it a playground for winter sports enthusiasts in the area. Excellent expert terrain, less expensive than many ski areas, inexpensive season passes, all lifts have moving carpets for smooth loading. Been skiing/snowboarding there for nearly 30 years now.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-15,4,"Because of Bridger's 2700 ft of vertical, 350+ inches of snow, 2,000 skiable acres and 75 named trails, Bridger is comparable to some of world's best ski resorts. However, due to its renegade nonprofit status and lack of stockholders, Bridger Bowl has been able to eschew typical resort sprawl and reinvest year-end profits back into the mountain for the past half century. The result? Heavenly skiing without the lift lines. One note of caution, there is sometimes a lack of seating in the lodges due to the popularity of Bridger's fries and generous pours of Montucky. Additionally, there are certain areas of the mountain that require an avalanche transceiver to ski - just don't complain about it like the guy in the local favorite YouTube video ""Bridger Bowl Rant"" did, or you will wind up as the opener for all future ski movie premiers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-16,3,Our first time to Bridger and really enjoyed it. Affordable skiing and a nice variety of terrain. Blessed with fresh snow so had lots of powder to play in but also nice groomers. Staff is friendly too.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-16,4,We had an excellent time enjoying the good snow conditions and friendly staff. No lift lines. One day we were greated by a host who was offering to go up with us to show us the mountain and the runs. We much prefer to ski Bridger than any Colorado resort. We would highly recommend Bridger for all levels of skiing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-16,5,"Make Bridger a must if you are planning to ski in Montana. Great prices, great snow, and nice chalets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-16,4,"Having skied much of CO, some Cali, a lot of UT. . . . it was time to experience MT. In the Bozeman area (near) there are 2 spots and the small (non-resort) one is Bridger. We found this little ski area very accommodating with very nice folks. Ticket prices were about 1/2 of the major ""resort"" in the area and it was very convenient of a ""somewhat"" beginner and an experienced skier. It was easy to have a bite and relax and get back to the great runs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-16,3,"Fantastic fun for the family! Great runs, friendly and low key, totally uncommercial and anti-resort in nature, with a price point to match.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-16,3,"Bridger is my favorite place to ski and mostly that is because of the people that work here. Don't get me wrong, the slopes are great. My kids are 8 and 10 and they can go up virtually any chairlift and find their way down without getting into trouble. There is truly something for every level of skier. The ski school is fantastic. We generally get our kids a 90 minute private lesson because we only get out a couple times each year and we have never been disappointed. Patrick is our favorite instructor and my 10 year old daughter requests him every year. There are 4 lodges that serve food and the prices are reasonable and the food is good. The people working on the mountain, whether they are serving food or running the chair lift are fantastic. They are smiling and happy and always have kind words. I have no idea why anyone would spend twice as much to go to Big Sky when Bridger Bowl has so much to offer. It is a short drive from Bozeman which has lots of choices for lodging and food.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-16,4,"Enjoyed a day skiing here, even with the warm temperatures snow was pretty good. Price was $54 for lift ticket half of Big Sky. Good variety of terrain. Grooming was not as good as Big Sky but with half the price to sky here it was ok. Able to park pretty close to lifts, good bar and restaurant areas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-16,3,"Good terrain, but slower lifts. Still short lines compared to bigger resorts. Be sure to get some of the famous fries at the mid-mountain lodge. But be forewarned, the serving is not for a single person-- definitely need to share!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-16,4,"Bridger is a great hill! \n\nAffordable prices for a ski area ($54 for adult/$19 for children) &amp; not much waiting at the lift lines. Plenty of varied terrain for all skill levels. \n\nThe other great thing about Bridger is they are a non-profit &amp; not run like a typical ""resort."" There is more information on their website about their ""sustainability mission"" and information on carpooling &amp; the weekend shuttle system. \n\nThe cafeteria style food isn't anything too special, so if you want a healthier (or vegetarian) option, you might consider bringing a lunch. \n\nVery convenient/short drive from Bozeman/Belgrade area. \n\nOverall, we would love to ski there again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-16,4,"Great local hill, been there before and got to cash in on my free lift ticket thru the Powder Alliance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-15,3,"We had a great ski experience at Bridger! The benefits of skiing here outweighed driving to Big Sky \n\nPros: Very economical - young kids free if only asking on bottom of mountain, 20-30 minute drive from Bozeman, easy parking, rental, lift tix, children class sign up, ski school was helpful for our 6 year old and ended up being solo in group class, not crowded, very short lift lines, good slopes, modern lifts.\n\nCons: not as extensive or large as some competitors..., more limited terrain park, some longer flat areas down low.\n\nNeutral: Culinary/ bar options are fine but less extensive than larger competitors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-15,4,With less than 1 week left before they close for the season all the lifts were open and all the cafés. Everyone is so friendly and helpful. Never lines on the lifts and we almost had the mountain to ourselves. We have 10 &amp; 12 year olds and this mountain is perfect for them as well as my husband ( very good skier) and myself ( I stick to blues and short blacks). The trails were groomed both mornings we went. And the price of lift tickets is great; $18 for kids!! If you're looking for a great ski mountain that is a favorite with locals and not pretentious then this is the place. We try to come here every spring. It's only 30 minutes from bozeman.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-15,4,Bridger Bowl is about a half hour from central Bozeman on paved roads. It is a pleasant medium-sized facility with newer structures and services.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-15,5,"We had been to Big Sky at the beginning of our trip and found ourselves with extra time and a desire to ski again, so we checked out Bridger Bowl. We told the staff that the kids had had their first lesson earlier in the week and the kids were placed in lessons based on that information. It turned out that our youngest child was in a lesson that was not at the level where he was. The instructor took the initiative to move him to a class that was better suited to his experience and needs. (Huge praise for taking initiative!) After the class, all 3 of my kids raved about their lesson experience and teachers. My husband had planned to take them skiing the rest of the afternoon but sprained his thumb so he was done for the day. We went back to the office to see about having someone take our kids on some green runs for an hour since we weren't ready to turn them loose (and they weren't ready!) The office staff was very helpful, flexible, and able to accommodate our request. When the kids returned they gushed about their great experience. The guide told me she thought they were ready to ski on their own. Off they went on a few runs until it was time to go! It was a fun and successful day for all! Only drawback: the runs were a bit icy which made me very nervous (I'm not a good skier), but I don't hold that against the the people! Tidbit I learned: A staff person told me that wifi is being installed this summer and should be available next winter. There was no cell service while I was there. I hope we can visit again soon!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Jan-15,3,"Even though I fell and thought my collar bone was broken, I still had fun. The staff really helped out when I fell and got me down the mountain and to the aid station quick. Before my incident, I was having a ton of fun and was blown away by how beautiful it was and how great the powder was!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Mar-15,5,"OK, the snow was marginal but this year having any snow is great. The price is right, only $53. The locals are friendly and quirky and good skiers; you have to be because the inbounds terrain is steep, with interesting terrain features and multiple aspects. Any chairlift that has an avy transceiver checkpoint before you can load has to be access the goods, and it does. And then there is the side country...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-15,5,"We came from Big Sky to stay a few days in Bozeman and tried out Bridger Bowl. What a treasure - a short and pretty drive to the slopes, no crowds, price is right and great skiing. Wish we lived here and could take advantage of Bridger Bowl more often!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Bridger,Feb-15,5,"This is a great place to go skiing with challenging terrain, friendly staff and high speed lifts all for a reasonable price! The bowls are fun, the groomers are varied in difficulty and an overall great place to go skiing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
